,text,emotion
12537,i feel a mix of emotions lonely sad insecure angry,Sadness
12538,i feel that i really ought to assert myself in some way but she smiles a pleasant blonde woman of early middle age young to me and it seems fine to drift on,Joy
12539,i packed this time around feeling apprehensive about this challenging season and happy to decompress for a few days at my dads before coming home,Fear
12540,i have days where i want nothing more than to be unwanted and where i resent the pressure i feel to be and do everything for everyone even my precious children,Joy
12541,i feel deprived of any intimacy at all,Sadness
12542,i feel so mush freeer and less repressed,Sadness
12543,i still wanted to keep my makeup to like a minimum i wanted everything apart from my lips to look natural so i go with super thin eyeliner eyelash curler lashes and powder foundation i feel its a cute and classy look,Joy
12544,i would say that when they start they will feel really intimidated by the code and how vast everything is,Fear
12545,i been so acquainted with sleep i feel like i should name it to ensure im not being rude or maybe it has a name already,Anger
12546,at school,Anger
12547,i feel like i should be spending this precious last half hour of ness and doing something fun and interesting to roll into my new year and by not doing so im letting myself down,Joy
12548,i can see the shallow of many lives and if i try to give love or atention to that person then i can see the distance and the confusion looks to me that people stop trusting others and feel insulted or misstreated by affeccion,Anger
12549,i was feeling particularly glamorous in my charlies angel on the weekend travel outfit and comfortably passed three hours in the zoo that is gates by reading fashion mags,Joy
12550,i do my best to remain cordial and express what is authentic the real love and gratitude i feel for a devoted father and the nostalgia i feel towards someone i had selected as a life partner as exemplified by an unforgettable blowout wedding at the a href http www,Love
12551,i can feel a little better about sunday maybe i can continue that good feeling and get back to the little hot bod i once rocked,Joy
12552,im feeling generous with my words,Joy
12553,i take it that taylor has apprised you of the latest situation and that you feel reassured that the security of the apartment is no longer compromised,Joy
12554,i would set out in a sunny temper and generally feeling benevolent to all road users then every morning at approximately,Joy
12555,i know the feeling of plans disturbed schedules disrupted,Sadness
12556,i have that feeling but idol anime is pretty popular so it could be anything,Joy
12557,i feel even more passionate about the gospel now than i have ever in my life and its because of my knowledge of the savior,Joy
12558,i know i did and im still feeling the effects of rich dinners and sweet treats,Joy
12559,i left kicking myself for the awkwardness of my departure but feeling triumphant at not only having succeeded at my mission but having enjoyed myself as well,Joy
12560,i feel like i should see it through to the bitter end so thats what im going to do,Anger
12561,i said earlier our bodies have gotten used to the heat and the curiosity of what degrees feels like keeps me eager for the next summer day,Joy
12562,i feel so weird about it,Surprise
12563,i dont even think i would be ready to be fuck buddys because if theres emotions from him i would feel horrible when im not giving them back,Sadness
12564,i thought it d be and i got full marks on the questions which makes me feel quite clever,Joy
12565,im not a huge history buff but i do feel emotional when i think of my great uncle,Sadness
12566,i feel i should probably move on to the meat of my story before i get too distracted by the side dishes what happened to good music,Anger
12567,i feel about him and how he affects me and people around me this is my story i have been trying for years to find a way back to the life i had before being in a long and very violent relationship,Anger
12568,i saw a gain on the scale this morning which didn t surprise me but it did make me feel pretty lousy a lot of it is water weight and disgestive issues which will pass but i need to put some work in to push on now months till christmas did i hear you say,Sadness
12569,i feel positively ashamed when i look out of the window and see the state of things,Sadness
12570,im feeling somewhat verbally lame as i listen for the eighth time to suzanne vegas nine objects of desire,Sadness
12571,i feel tender cool and relax after enjoying these wonderful masters,Love
12572,i feel that in order to prevent a lot of this company violent manager should have to have some sort of formal training as well as mental evaluation,Anger
12573,i feel like calling them bitches but it wasnt exactly bitchy coz it wasnt intentional but i could call them ungrateful inconsiderate selfish ok ill say bitches,Anger
12574,i spent so much of this year waiting for these summer moments and it feels like i ve resigned summer to a certain extent just waiting to get on with life and start a new chapter in st paul,Sadness
12575,i could have just paid and rushed off i dont think they could really have stopped me but i was also feeling my submissive sissy emotions bubbling to the surface,Sadness
12576,i feel shes just more talented than i am,Joy
12577,i almost always feel awkward,Sadness
12578,i feel like my trust is being abused the less i feel like theres a future for us,Sadness
12579,i feel like such a vital part of the branch as a missionary and its a lot different in a big ward,Joy
12580,i cant help but wonder if the other mom i walked with felt the same way i was feeling as she watched her sweet girls with my isaac,Joy
12581,i feel nervous but hes in control pretty soon,Fear
12582,i feel like submitting this to the palcebowhores community i remain amused,Joy
12583,i feel so blessed for my husband and my family supporting me on my mission of health and happiness and spreading it to my community and the world,Joy
12584,i feel less comfortable in some parts of the blogosphere than i do in real life,Joy
12585,i am feeling doubtful confused lost and what not,Fear
12586,i feel like i m living in a strange world my wife s paternal grandmother often said,Surprise
12587,i feel hopeless to cure their disorders i can remember that i am working with human beings with feelings and fears just like me,Sadness
12588,ive been procrastinating about the post birthday entry and now that its well past the fact it feels somewhat unimportant to even mention,Sadness
12589,i have to give notice to those involved that such will be a regular feature until i gain what i feel are sincere and rational responses to my enquiries particularly as i will be notifying shadow ministers of the outcome,Joy
12590,i actually feel solidarity with the americans who went on to cry for blood in iraq tortured prisoners and the stripping of the bill of rights,Fear
12591,i trust my kids however i feel helpless enough in here over so many things and i m upset at the lack of respect for the few little things i asked them not to do,Fear
12592,i tend to keep my mouth shut because im not well enough informed but when it comes to public education i can speak what i feel because thats one topic im passionate about and do my best to keep up with,Joy
12593,i feel that all my ducks are in a row and i can actually rest assured and assuredly rest that i have everything in as good an order as i can possibly make it,Joy
12594,i don t like to feel embarrassed when my kids watch it,Sadness
12595,im feeling less fearful today ptl,Fear
12596,i feel welcomed and times id just really walk away because i feel as if they dont want me there,Joy
12597,i love to sew cook and also dabble in mixed media art when i feel like getting messy,Sadness
12598,i feel as though this was a project we missed in february or last years february,Sadness
12599,im feeling especially lonely,Sadness
12600,i started to feel alarmed the voices were so noisy that i actually couldnt listen to my own thoughts,Fear
12601,i just have to feel threatened to be reminded that i will be saved,Fear
12602,i personally feel that i did this crime should be punished pubicly whether he belong to any caste creed color any elite or mogul group,Sadness
12603,i sit here feeling dazed after spending most of the afternoon in a comatose state i realise that hours in a day is not enough to do things we really want to,Surprise
12604,i don t feel depressed because i m missing out on all my american traditions or commodities,Sadness
12605,i have developed my commercial property skills and knowledge significantly and feel a lot more confident in my work,Joy
12606,i feel a lot of this almost every day and it does hurt so this blog is very timely,Sadness
12607,i am too fragile to feel too vulnerable of pain and too easy for tears,Fear
12608,i feel sure the kremlin wants them to turn suicide bombers just so they can crack down as with the chechens or the cia saudi trained afghan mujahedin before them,Joy
12609,im siting on the couch feeling like i should be doing something productive but im not sure what,Joy
12610,i got tacos because i wasnt feeling too adventurous,Joy
12611,i think of who i have left to teach me about myself and i feel a little frightened at the thought that my family changes and moves away from some of the very things i need to know about in order to feel complete,Fear
12612,i feel like im assaulted by constant flakiness,Fear
12613,i listen although i don t feel very brave about it feeling skeptical about its possibilities here,Joy
12614,i think that s how our materialist friends feel when they hear the term intelligent design,Joy
12615,i was feeling grouchy and upset about a situation with a girl which wasn t going how i d hoped,Anger
12616,i got that straight i realized that i was dealing with someone who was feeling insecure,Fear
12617,i feel guilty sitting down during this concert because he s working so hard,Sadness
12618,im not sure why but i have been feeling really lethargic lately,Sadness
12619,i feel the love for anyone who is properly appreciative of patrick and,Joy
12620,i feels dangerous these days but with cam newton at home plus a point i m feeling the panthers in prime time,Anger
12621,i feel paranoid thinking about it just looking out the window and feeling my insomnia creep up on me,Fear
12622,i can cry and feel bad without an explanation at all,Sadness
12623,im feeling a bit pathetic today i cant stop crying,Sadness
12624,i feel foolish amazed and yet i feel foolish a href http dkang,Sadness
12625,i compare myself whether it s to her lifestyle business acumen or physical beauty i set myself up for failure immediately feeling ugly and a tsunami of self doubt ensues,Sadness
12626,i feel getting or gifting a life time subscription is vital,Joy
12627,i feel sympathetic enough to call him off,Love
12628,i do and love so much i realized that ive simply been cooking and posting recipes because i feel like i have to for content not because i have a story,Joy
12629,i left the gym this sunday morning feeling invigorated,Joy
12630,i can still feel my legs and they get so cold,Anger
12631,i feel no pain no feeling of loneliness but adoring love to gain i said i love you forever along with this love i bring,Love
12632,i am jealous of andreas growing belly and the movements she can already feel i am envious of her state,Anger
12633,i am tired of feeling that we have to buy buy buy to make the holidays seem special,Joy
12634,i feel ignored annotation title google bookmark img src http thequeenbuzz,Sadness
12635,i finally have access to the website on our development site and am in absolute rapture and delight over how it looks feels and even functions and amazed that my baby has finally arrived,Surprise
12636,i stick to my values i feel like i broke my promise,Sadness
12637,i feel like people like this arent getting caught therefore the government plays it up when they catch criminals of petty crimes to make themselves look better,Anger
12638,i love this feeling i feel that despite this rain despite the gloomy sky i am feeling good and im feeling fine,Sadness
12639,i feel like it would make the startled person laugh and think it would be a nice eid gift,Fear
12640,i cherish the heartbreak more then the love that i lost perfectly sums up the feeling of tragic heart break which is pretty obvious by the songs title,Sadness
12641,i am just feeling a little irritable because mun was part fun part stressful part uncomfortable making and part horrible but regardless record being set straight now,Anger
12642,i an expert on feeling rushed and anxious on getting worked up and frustrated because i feel overwhelmed with my job,Anger
12643,i am the only one feeling unhappy,Sadness
12644,ive had a change in medication and am feeling productive lately so lets see how this goes shall we,Joy
12645,im puzzled because i have been feeling him wiggle very low in my pelvis and feeling bumps and thumps at the very top of my stomach like the very top,Sadness
12646,i am extremely blessed and have a wonderful life but i am often guilty of feeling envious and upset when someone has more blessings special recognition or appears to have it better than i do,Anger
12647,i feel like if we are longing to hear god hungry to see him and looking for him in our lives he will reveal himself through many and any manner possible,Love
12648,i don t feel as smart or impressive,Joy
12649,i started feeling ugly and started all over again,Sadness
12650,i feel its a pathetic way to get sympathy,Sadness
12651,i think ive been feeling sentimental recently too,Sadness
12652,i feel wronged by certain people and my instinct was to get angry at them and stop speaking to them but two wrongs dont make a right i think,Anger
12653,i feel relieved get a job but i cant lie i feel my free time will be lost slowly then ill work in whole day,Joy
12654,i feel vulnerable yet extraordinarily liberated,Fear
12655,i was feeling brave so continued and it wasnt me that couldnt stand up,Joy
12656,i feel violent and crazy and i feel myself slowly losing patience,Anger
12657,i am feeling doubtful that nutritional methods alone will solve the problems,Fear
12658,i am feeling more productive,Joy
12659,i thought id try to demonstrate the difference as i know if i hadnt seen it for myself i may still be feeling doubtful,Fear
12660,i feel unwelcome at work sometimes and think people might be talking about me,Sadness
12661,i spent my vacation from school feeling confused and heartbroken,Fear
12662,ive never behaved like that in front of my husband and i feel a mixture of shame and relief that only the shedding of many tears and saying truthful but hurtful things can bring on,Joy
12663,i stumble upon such a finding i feel quite excited almost like having accomplished a discovery,Joy
12664,i feel carefree and spontaneous i feel like nothing could stop me,Joy
12665,i find that i have so much to blog whenever i feel heartbroken,Sadness
12666,i feel him frantic now humping against my hip moaning when i suck his tongue into my mouth,Fear
12667,i do feel like josh is a pretty needy guy,Sadness
12668,i feel so depressed when i m not with her and when i think about her because it is so destroyed i just think i should move on,Sadness
12669,i always feel like the life s been drained from me and that i ve been injected with some kind of venom,Sadness
12670,i woke up feeling kinds of miserable,Sadness
12671,im feeling super tired,Joy
12672,i vent outrageously with tourette s like unpredictability occasionally leaving behind me a wake of hurt feelings and messy rooms and other not so nice carnage,Sadness
12673,i feel respected and appreciated as a musician,Joy
12674,i realize that i let a lot of things bother me that really shouldn t bother me at least to the extent that i am moved to feel this passionate bothered feeling,Love
12675,i usually love winter but am feeling a longing for spring,Love
12676,i recently had a very ill and premature baby what can i do to feel less devastated,Sadness
12677,i feel only reason skudrive is so popular is becsuse microsoft is so media driven,Joy
12678,i have spent the majority of my life trying to change how i look in order to feel accepted by others to feel loved by other to feel better than people around me because in my mind my physicality is the only thing that i have to offer,Love
12679,i feel all kinds of excitment bacuse i really enjoy art and i hope my art will generate some talk amongst the loyal and the passerby,Love
12680,im feeling festive,Joy
12681,i didnt feel as obnoxious as before when i didnt feel like doing anything but sulk,Anger
12682,i am sitting at the computer feeling melancholy and a little overwhelmed torn as to what to write home in this my final e mail,Sadness
12683,i feel at times i am not good enough on the aspects of a fiance a mother a friend a daughter,Joy
12684,i hope the sensibilities of these deep feeling individuals arent too badly shaken with the display of the pink locker room,Fear
12685,ive been told this is normal his last reading was he feels and looks horrible,Sadness
12686,i can usually do a month without feeling homesick,Sadness
12687,i feel is most important revolves around the connection i felt with my brothers and sisters,Joy
12688,i still feel that way because im stubborn like that but those people who were spazzing out are the ones with dates now,Anger
12689,i feel weird having to yank it down and readjust it at points,Fear
12690,i hate seeing people hate one each other and like everyone i cant stand feeling hated on,Sadness
12691,i feel so strange and sick i have to wake up in three hours seems like everything runs in threes now days t r e e s,Surprise
12692,i was starting to feel resentful towards ah kiat with regards to his obsessive and anal approach towards the house and forgetting he has only treated me with lots of love care and attention so far since weve been together,Anger
12693,i am feeling low i turn to flowers,Sadness
12694,i feel lost as in what the fuck am i doing,Sadness
12695,i feel like i need to keep pinching myself to be sure tis is all real,Joy
12696,i feel perfect with you on reddit href http www,Joy
12697,i know that when we feel so beaten down and we are dispairing that it feels like the savior is so far away,Sadness
12698,i follow through with the feelings that have been repressed for years months or days,Sadness
12699,i could feel the stress leaving my veins and just getting out of me it was wonderful,Joy
12700,i feel better and am so grateful for my normally good health,Joy
12701,i feel hated and i feel i cant do anything right,Sadness
12702,i started to feel like a real loser like a poser trying to make himself look cool,Joy
12703,i know theres no hurry to get it done but it still feels a bit weird to not be checking out the newest patch content,Surprise
12704,i kinda feel like being rebellious a libertine you know,Anger
12705,when i heard about the treatment of a friend in jail really inhuman i never realised that such things also happen in the netherlands,Anger
12706,i had to do to finish to check off that to do list to feel my life was worthwhile that i was accomplished that i am accomplishing,Joy
12707,i macendarfer who i feel thrilled to welcome into our family,Joy
12708,i feel will be amused as well,Joy
12709,i was feeling pretty smug because denise at justquiltn has started sticks and string a way to get unfinished knitting projects finished,Joy
12710,i actually have been in china for some time and i feel that the people were quite friendly,Joy
12711,i feel so helpless without a camera to shoot pics of all the thrifty things i find and my beautiful flowers etc,Sadness
12712,my girlfriend who had spent months abroad broke off our relationship by letter,Sadness
12713,i lied about my feelings and thats why im now hated by the one person i thought really understood me,Sadness
12714,i acted like a little girl by acting cute towards you asking if you wanna share a diary with me amp you said youre still feeling pissed and you want me to stop adding the problems and make things hard for us,Anger
12715,i could feel the blood in my veins go cold,Anger
12716,i respect his privacy so i wont divulge details of our chat but it got me thinking about the notion of home coz i was feeling a little homesick in the morning and here i was with a total stranger a few thousand miles from singapore but i actually felt at home,Sadness
12717,i know it feels so special,Joy
12718,im left with today is feeling anxious and sad and lonely,Fear
12719,i didnt feel isolated as a child i do remember feeling a bit overwhelmed by the different feel of the neighborhoods when we came down the mountain,Sadness
12720,i feel skeptical about it,Fear
12721,i feel that life does not make sense and it would help a lot if suffering made sense,Sadness
12722,i im feeling rot im feeling rotten today i guess i forgot i am shot im not o,Sadness
12723,i feel as if work that doesnt have a sort of depth to it isnt nearly as successful as work that is created with a meaning and leaves the viewer wanting to know more about the subject that the artist presented,Joy
12724,i feel less assured that my basic rights are being protected by our political system especially as a woman and every time im disappointed i feel more personal responsibility to produce change,Joy
12725,i feel super lonely when its just me and the dogs but at least we are together and im not tdy all the time anymore,Joy
12726,i said well we can but i m feeling greedy with your time,Anger
12727,i feel like we have so much to be thankful for,Joy
12728,i say the feeling of being betrayed was never a pleasant feeling to begin with,Joy
12729,i feel super weak and i havent made it through a whole class in two weeks,Joy
12730,i had faced were loneliness anxiety and feeling homesick comparing each penny spent here and converting same in indian currency feeling like i have spent a lot getting nervous in early days of new responsibility and last but not the least uk weather,Sadness
12731,i review video games i feel like reviewing whether they be popular mainstream games or the games that have fallen under the radar and gone unnoticed,Joy
12732,i don t feel like i have a cold i just feel sick,Anger
12733,i feel very distraught right now,Fear
12734,i saw them that anything was wrong they told me some excuses but i am feeling truly insulted and i am feeling desperate again,Anger
12735,im awake as usual at am and lie there feeling reluctant until am when i get up and slink around in the dark getting dressed,Fear
12736,im feeling enraged at another persons actions i have to consider what i was thinking about in the moments prior to the incident,Anger
12737,i feel like people are taking these stages of life way too lightly which is why there is usually an unfortunate announcement of a divorce too,Sadness
12738,i invariably feel very optimistic and focused,Joy
12739,i hear such stories i feel cold,Anger
12740,ive left feeling indirectly manhandled or abused,Sadness
12741,i could even feel his cold breath on my neck whispered hertha as she ran her fingers across the side of neck,Anger
12742,im feeling pretty annoyed with the whole thing i decided to share those reasons we rejoice,Anger
12743,i can t help but to feel amused after reading this article,Joy
12744,i tend to err on the justice side of things and so over the past few years i feel that ive become a lot more jaded and unwilling to let god deal with people as he sees,Sadness
12745,i am tired and feeling giggly but not witty,Joy
12746,i feel betrayed where i serve and fellowship by no fault of my beloved pastor and c pastor,Love
12747,i feel quite reassured but the jurys verdict isnt in yet,Joy
12748,i also feel at times that i must have been a vain person in an earlier reincarnation and that i have learned to look beyond personal beauty and be beautiful from the inside and reflect it through my spiritual to my physical,Sadness
12749,i arabia indigenous believers in christ often feel isolated and alone,Sadness
12750,i dont think he is being honest with me about a lot of things i could be wrong here but i keep feeling skeptical about certain things after everytime i hang out with him,Fear
12751,i am comfortable and confident with feeling safe as i meditate,Joy
12752,i feel so honored that they enjoy it enough to create with it,Joy
12753,i think i feel stressed,Sadness
12754,i started trying without success to have a baby a few years back one of my pregnant acquaintances said to me my husband and i feel so relieved that we did not have to go through what you are going through we just got pregnant right away,Joy
12755,im happier when im feeling curious and genuinely looking forward to the next page alone in my reading chair next to the heater curled up in a blanket than when im muddling through guild wars or wot,Surprise
12756,i can vent some feelings or keep one person entertained then i will be happy,Joy
12757,i can not acquaint the reason just because i feel acceptable if cutting links london jewelry,Joy
12758,i imagined its what zombies must feel like because each time i would wake up pissed,Anger
12759,i start feeling mournful,Sadness
12760,i feel agitated im nervous im anxious,Anger
12761,i finished sailing i would feel so invigorated,Joy
12762,i didn t take that lightly i know that harsh words can leave some people feeling absolutely devastated,Sadness
12763,i feel like ive become to complacent with the old and im ready to make some changes for the year,Joy
12764,i miss marching and saluting more than anything but i feel like in order to be successful i need to get my grades together first and then worry about other things,Joy
12765,i once read that when we feel nostalgia we are actually longing for heaven,Love
12766,im sitting outside my apartment and even though there is a striking pain in my lower back i feel complacent,Joy
12767,i got inside it was so warm compared to the outside temp that my survivor man skills kicked in and i stripped down to my base layers to avoid feeling cold when i got back outside,Anger
12768,i want to exhibit all new pieces which is kinda making things a bit more stressful but i know id feel somewhat dissatisfied about showing old work,Anger
12769,i am restless i feel lethargic and rudderless,Sadness
12770,i feel like the only intelligent person here right now,Joy
12771,i feel very much the tragic side of life but my endings are always happy somehow,Sadness
12772,i feel foolish not putting them but that game was telling,Sadness
12773,i feel it s a bit of a from how i was dressing in summer with mostly jeremy scott murua amp glad news,Joy
12774,i know they don t really mean anything by it but when you are feeling as crappy as i am you find yourself really wanting to give them a wakeup call,Sadness
12775,i am feeling so nostalgic lately i would like to say it is because i am yearning for a simpler time but those times i find myself thinking of are far from simple,Love
12776,i feel like i quote him or talk about him much but it is only because i am continually amazed and nourished by his spirit and his understanding and excitement for life,Surprise
12777,im feeling talented later on ill post some artwork to be admired made fun of,Joy
12778,i feel that lajoie would definitely be one of the hall of famers that a casual baseball fan would say who the hell is that,Joy
12779,i feel isolated even when i m around other people,Sadness
12780,i ask myself i think about it myself i feel unhappy,Sadness
12781,i have fallen into some kind of hole and feeling jaded and run down,Sadness
12782,i am feeling incredibly generous i will allow mike to spoon for about minutes and then i start panic breathing and he gets the idea and rolls over to his side of the bed,Love
12783,i feel i deserve i get depressed,Sadness
12784,i have only felt it after a half marathon so i can only imagine that it feels twice as sweet for a full marathon especially the boston marathon,Love
12785,i actually feel embarrassed,Sadness
12786,i have been feeling less than creative and more like a sad sack,Joy
12787,i must admit ive been feeling pretty low about it the last couple of weeks,Sadness
12788,i am excited about new traditions with loved ones these days feel rich because of the precious ones before them,Joy
12789,i dwell on this matter the more i feel infuriated that i m so lowly thought of,Anger
12790,i am here again feeling confused of what is happening around me looking for a plane to grasp a reality to settle that feels like it is my own,Fear
12791,im not feeling lucky,Joy
12792,i began to feel sympathetic for khezef but i wasn t sure if i was right about him,Love
12793,i just cant help but feel extremely jealous of them because theyve been together for a year and half and luke and i have been together for and a half and i have nothing,Anger
12794,i especially have trouble socializing with females now before i moved away from my friends and family i actually preferred being with my female friends than with my male friends simply because i did not enjoy feeling like i had to offset my effeminacy and repressed homosexuality,Sadness
12795,i can go on not saying anything and feeling petty but it seems that this load is gettin heavy,Anger
12796,being reunited with my family after not having seen them for years,Joy
12797,i feel like when i left scad i was finally coming into my own and making work that impressed people,Surprise
12798,i was really feeling shitty both physically and emotionally and it even took me some time to realize that a nailart session would have been the right positive treat to cheer myself up,Sadness
12799,i refuse to cut my hair too early and then possibly throw myself into some sort of depression because i don t like the length of it or don t feel pretty enough,Joy
12800,i feel so agitated about this,Fear
12801,one day,Sadness
12802,i lay reading by headlamp and feeling the tent shaken as if by a giant hand,Fear
12803,im feeling pretty hopeful this morning that we are going to get this right,Joy
12804,i was left feeling a little shaken,Fear
12805,i feel the meal was incredibly pleasant for both of use,Joy
12806,i think of what dharavi means for mumbai and the country if you keep the annual turnovers aside for a while i feel agitated,Anger
12807,i am feeling a little overwhelmed by christmas knitting especially since i started cross stitching and thats taking half my free time i went idea shopping today though and i am starting to feel a little better about the situation,Fear
12808,i feel safe secure and protected when im in my daddys embrace,Joy
12809,i feel like a heartless and feelingless i know don t have this word daughter teenager,Anger
12810,i loved it and it made me feel very elegant when i wore it,Joy
12811,i begged my husband for it last year as if i thought once having it id lose weight and feel amazing,Joy
12812,i almost never pull all nighters so im feeling a little groggy today,Sadness
12813,i could only see and feel the poison in my veins which deprived me of the strength and the ability to feel the joy i knew held me,Sadness
12814,i went i was amazed at what i have and i began to feel when the woman canal spoke about the divine hierarchies and they wanted us to do for a new era of spiritual evolution,Joy
12815,ive hated pretty much every shampoo ive tried without sulfates i often feel they make my hair look dull and produce pretty much no lather i need bubbles,Sadness
12816,i say that feelings dont dull selectively,Sadness
12817,i feel no joy no pride there is nothing to be admired in that foul achievement,Love
12818,i feel like a blank sheet,Sadness
12819,i returned home defeated and feeling totally unsure of who i was,Fear
12820,i feel like if people see the chinks in my armor they re going to decide that i m this fucked up person dismiss me as a hot mess and not want to be around me anymore,Anger
12821,i feel that as this greedy obsession continues sustainabilitys growth will be hindered,Anger
12822,i feel like staying in a barn so carefree,Joy
12823,i wonder how genentech feel about a hostile takeover by its global partner,Anger
12824,i had hernia surgery on friday night and i still feel awful even though lots of people said i d be as good as new in a few days so now i feel shitty because i hurt and also shitty because i hurt,Sadness
12825,i feel so proud for scheduling the time to take care of myself,Joy
12826,i see that i have pageviews and im just guessing that of them are actually me so i feel reaaallyyyy popular and that was total sarcasm,Joy
12827,i have been feeling quite productive,Joy
12828,i am feeling a little bouncy right now,Joy
12829,i feel less assaulted by my inadequacies under grey skies on rainy days,Sadness
12830,i feel like i am supporting her party,Joy
12831,i feel we forget just how fearless we truly are,Joy
12832,i read these i am always very touched and feel so blessed,Love
12833,i expressed my concerns that jens mobility had really declined to the point that she now sometimes uses crutches and on a good day the doctor suggested occupational therapy and said he would contact our local occupational therapist and we went on our merry way feeling rather disheartened,Sadness
12834,i am feeling apprehensive about this move and worried i have blown all my money that was meant to pay my rego,Fear
12835,im still not feeling these days but cuddling with them almost always makes me feel a little bit better,Joy
12836,i feel useless i feel stupid,Sadness
12837,i feel like its my fault for letting the vampire in and constantly running into them trusting them befriending them etc,Joy
12838,i feel stressed a minute workout gives me an instant boost of energy and helps me refocus,Anger
12839,in ward a was an epileptic patient who was burnt the whole body and was stinking very much such that the whole ward was affected few people could come near him,Anger
12840,i was reading the melee dps rant below just now and it brought to my attention the reason ive been feeling fairly dissatisfied in raids recently,Anger
12841,i can achieve on my own it makes me embrace the pain of extreme effort and physical exertion it proves to myself that i can succeed at things that i can be healthy and fit and have a body that i love and feel comfortable in and it just makes me feel special,Joy
12842,i should have gone to my room and waited for him to feel benevolent enough to give me my pendant,Joy
12843,i feel ashamed that i hadn t even made root mousse in about a year this was a recipe that my swedish grandfather would make for the family though i hear the most authentic version calls for turnips which are not in season right now,Sadness
12844,i feel like the projects that im successful in are projects that did not involve specific requirement free choice,Joy
12845,i could feel my feet getting agitated once i got to the metropolitan pavilion,Anger
12846,i cant get wrapped up in that kind of crap tv because my brain starts getting mushy and i feel feverishly hostile,Anger
12847,i feel like i missed that ship when it sailed,Sadness
12848,i always feel a bit triumphant when i find a gift for my youngest brother that is not a movie or a video game or anything similar to those two,Joy
12849,i thought i would love wearing s trousers but instead i feel amazing in vintage inspired dresses,Joy
12850,i have been anticipating so i am somewhat surprised uncertain and to some degree annoyed about their presence in my daily experience especially in light of the fact that i have at other times been feeling more joyful and confident in my abilities as a loving human being than ever before,Joy
12851,i feel offended by this girl,Anger
12852,i feel slightly naughty holding this cd seeing as it doesnt officially release until tuesday,Love
12853,i wanna scream out my feelings that i keep until it bleeds the life is sometimes prejudiced it kills happiness thus it becomes even worst feeling like the life is now meaningless why should i be the victim,Sadness
12854,i feel more peaceful and together than i have,Joy
12855,im feeling lousy right now,Sadness
12856,i love and hug on him and try to make him feel valued so he can grow up a secure man in a world that is constantly shifting,Joy
12857,i have only a few short weeks here and im feeling many things including sentimental and very grateful for the year ive spent here,Sadness
12858,i have quite amount of friends here but yet how can i feel so lonely,Sadness
12859,ill go because it warms my muscles and i always laugh in the midst of our quirky little inter generational exercise family and after six months im a regular which reminds me that ive accomplished the epic feat of no longer feeling in some way intimidated when i go to the gym,Fear
12860,im feeling as though this is all pretty boring,Sadness
12861,i feel very uncomfortable around people with down syndrome,Fear
12862,i feel melancholy always the period plus just dont feel like myself,Sadness
12863,i remember feeling dirty after the swallow bridgewater race and i wasnt even paying too close attention to it,Sadness
12864,i feel pretty jaded lately with the pace of my life so i dont mind doing something fun like killing zombies in real life xd but if it dont happen then more reason for me to get off my butt and do something fun,Sadness
12865,i feel eager to do,Joy
12866,i am feeling very satisfied with where i am heading with my training and cannot wait to see where this journey continues to ta,Joy
12867,i feel drops of sweat break out on my forehead and i contemplate doing anything taking anything taking everything to cool the reactor,Joy
12868,i feel so so heartbroken,Sadness
12869,im all too familiar with as it leaves me feeling lost and off any form of solid ground,Sadness
12870,i always feel devastated when shows close because it feels like more than just the ending of a production,Sadness
12871,i feel we should not be supporting these rebels in a violent manner at all and particularly not give them weapons or funding,Love
12872,i feel as though i am going to be victimized,Sadness
12873,i can tell you the things i don t feel that maybe i should be feeling but i can t really put my finger on the cause of my being shaken,Fear
12874,i remember feeling shocked by the emotions because after all i was pregnant too and at that point we had no reason to think anything was wrong,Surprise
12875,i know for a fact that happiness will forever be alien to me i still feel heartbroken,Sadness
12876,i feel when seeing a child suffering this way,Sadness
12877,i received a wt txl and sage that i bought for what i feel is a terrific price from one of the esteemed members at the ultralight fly fishing forum,Joy
12878,i am not comfortable with are the individuals who feel that the newcomers should throw away what they have valued back in their home country and abide by whats deemed as normal here,Joy
12879,i feel like im collapsing slowly like a bouncy castle with a small tear,Joy
12880,i actually feel insulted when the plot goes off on a tangent like that,Anger
12881,im just feeling particularly obnoxious tonight,Anger
12882,i feel you jerked a little surprised at the hand that touched you,Surprise
12883,i have never known a love like the love i feel for you sweet emma and benjamin,Love
12884,i feel somewhat victimized,Sadness
12885,i can feel what it feels like being a girl in hypnosis only and be perfect and normal in real life,Joy
12886,i look at myself and feel dissatisfied,Anger
12887,i feel a little stressed and lost just waiting for an idea to come,Sadness
12888,i can not see friends and for the most part i feel like leaving my bedroom could be dangerous,Anger
12889,i feel the need to emphasize these things at the moment because of how grumpy i have been this last week,Anger
12890,im feeling so unsure when things are pressing in about me comes a gentle voice so still,Fear
12891,i feel scared rather than curl up like a threatened porcupine,Fear
12892,i cant escape the tears of sadness and just true grief i feel at the loss of my sweet friend and sister,Joy
12893,i got to feel something so amazing and powerful that made me feel an incredible sense of happiness and contentment that i did not believe existed,Joy
12894,i know im not in the best place of my life still dealing with the infertility issue but i feel i have a lot to be thankful for,Joy
12895,i can find and plan to do something with them as i feel the landscape of the aftermath is vital to this genre s appeal,Joy
12896,i lost him i realized that i really didnt have anything to fear and that in reality he was the one person that was helping me to trust again because i would tell him how i felt and he would give me back the same and it was starting to feel safe,Joy
